,Unnamed: 0,context,question,answerA,answerB,answerC,correct
466,466,Carson estava com fome e estava tentando descobrir se ele queria comer alguma coisa ou esperar.,Como você descreveria o dilema de Carson?,a melhor escolha,não está com fome e não quer nada,esfomeado,C
467,467,"Austin estava se sentindo solitário e precisava de conselhos, então ele chamou seu melhor amigo.",Como você descreveria Austin?,Gosta de estar com os outros,um solitário,empático,A
468,468,Cameron deu um tapinha na cabeça de seu cachorro Sydney depois que eles obedeceram aos comandos.,O que Sydney vai querer fazer a seguir?,Sejam simpáticos.,Obedeça a Cameron,ser alimentado,C
469,469,Cameron falhou três tarefas e recebeu críticas com base na capacidade.,Como você descreveria Cameron?,Não é uma pessoa inteligente,Incompetentes,uma pessoa útil,B
470,470,"Riley tinha superado muito, ela estava muito feliz com sua vida agora.",O que Riley vai querer fazer a seguir?,Diga aos outros como ela fez isso,Diga a Riley que eles estão orgulhosos dele,Isolar-se,A
471,471,Remy disse que a foto parecia que estava descendo a colina.,Como Remy se sentiria depois?,Não tão inteligente,Muito entediado com as coisas,Muito educado sobre as coisas,C
472,472,"No artigo Skylar deu o nome do cão Ash, porque ela pensou tão carinhosamente de Ash.",Por que Skylar fez isso?,Brinque com o cão,Obrigado Skylar,honra Ash,C
473,473,"Carson estava tentando descobrir onde ele colocou seu telefone, ele colocou as pistas e encontrou onde deixou.",Como Carson se sentiria depois?,Possui boas habilidades de dedução,metódico,Bom para localizar seu telefone,C
474,474,Tracy arrastou o pescoço de Carson no acidente de carro em que eles estavam na terça-feira.,O que vai acontecer com Tracy?,Levar Carson ao hospital,Seja feliz com a lesão,Diga a Carson que foi culpa dele,A
475,475,Aubrey colocou o chapéu de Bailey e fingiu ser um cowboy como ele.,Como você descreveria Aubrey?,um brincalhão prático,uma cowgirl no coração,Uma namorada séria,A
476,476,Kendall escreveu uma carta usando um computador porque suas mãos estavam doloridas demais para escrever uma carta.,O que Kendall precisa fazer antes disso?,Certifique-se de que ela poderia escrever a carta corretamente,Dê-lhe as mãos um pouco de descanso,Encontre seu carregador,A
477,477,Jordan tomou o suporte de guitarra de Kai quando Kai não estava olhando.,Como Jordan se sentiria depois?,Culpado por ter roubado alguma coisa,sneaky,feliz que ele tomou algo que não pertencia a ele,A
478,478,Robin conheceu Jan para o jantar e eles têm uma pizza uns com os outros.,O que vai acontecer com Robin?,Coma uma pizza,Comer ao jantar,Jogue a pizza fora,A
479,479,Ash tem tempo fora do trabalho e está tomando um dia para relaxar.,O que Ash precisa fazer antes disso?,necessário para dirigir para a praia,Dormir até tarde,assistir televisão,B
480,480,Lee French beijou uma garota naquela noite e conseguiu seu número de telefone para se divertir mais tarde.,Como você descreveria Lee?,Sentindo-se entediado,sentindo-se alegre,Sentindo-se passivo,B
481,481,Sasha conheceu os clientes de Kendall para o almoço e mostrou-lhes a proposta.,O que Kendall vai querer fazer a seguir?,Insultá-los,Faça-os entender,Vender a ideia,C
482,482,Carson reduziu a dependência de Robin ao eliminar lentamente a substância.,O que vai acontecer com Carson?,Quebre seu vício na substância,ser aplaudido por alguns,Desrespeito Robin,A
483,483,A Robin via a mãe todos os dias no parque.,Como você descreveria Robin?,excitado,Prosocial,Muito cruel,B
484,484,O amigo de Jordan era o melhor jogador de basquete da escola. Alex desafiou o amigo de Jordan.,O que vai acontecer com a Jordânia?,perderia,Seja contemplativo,Ficaria envergonhada,B
485,485,"O tráfego foi apoiado, então Austin direcionou o tráfego para longe.",O que Austin vai querer fazer a seguir?,Evite o congestionamento,limpar o tráfego,Desaparecer,B
486,486,Aubrey comprou um carro no estacionamento por um preço baixo.,O que acontecerá com os outros?,Preguiçosa,Leve o carro para dar uma volta,Orgulha-te,C
487,487,Ash impediu a porta de se mover para que os outros pudessem sair.,O que os outros vão querer fazer a seguir?,Os outros partirão a seguir,necessário para trancar a porta,necessário para colocar um tijolo ao lado da porta,A
488,488,Kendall escreveu cartas para sua avó todas as semanas e as decorou usando canetas e aquarelas.,Como Kendall se sentiria depois?,Ansioso para obter a resposta de sua avó no correio,muito amoroso,zangada que sua avó não decora suas cartas,B
489,489,Ash dirigindo para um estado diferente e precisava chegar lá de manhã. Ash dirigiu a noite toda.,Por que Ash fez isso?,Faça check-in em um hotel local,Faça bom uso do tempo,Chegar ao novo estado,B
490,490,Sydney deu a Ash um pouco de conselhos sobre como cozinhar seu jantar.,O que Ash vai querer fazer a seguir?,Use o conselho,Peça-lhes que cozinhem sua comida,Fazendo para o jantar,A
491,491,Jan é um professor. Jan pediu aos alunos que escrevessem um ensaio sobre seus pais em inglês. Jan revisou todos os artigos que continham erros gramaticais.,Por que Jan fez isso?,Torne os alunos fluentes em inglês,Recolher todos os papéis,fazer com que os alunos apontem falhas em seus pais,A
492,492,Taylor ensinou coisas a Jordan depois de aprender a fazê-las um tempo atrás.,O que Taylor precisa fazer antes disso?,aprender a fazê-lo,Evite fazê-lo,Seja um professor,A
493,493,Alex perguntou a sua irmã sobre seus planos após a faculdade.,O que Alex vai querer fazer a seguir?,Ajudar a definir um curso,Converse com sua irmã,Encontre sua irmã,A
494,494,Austin chegou a clientes existentes e ofereceu-lhes um grande negócio.,O que os outros vão querer fazer a seguir?,ficar clientes,quer ser um grande empregado,Puxe o preço total para o serviço,A
495,495,Kai(s) outra viagem depois de ter um grande momento antes.,O que Kai precisa fazer antes disso?,Seja feliz no futuro,Faça reservas antes,ir para o trabalho antes,B
496,496,"Cameron ajudou o terapeuta, falando sobre seus problemas com o terapeuta em muitas sessões diferentes.",O que Carson vai querer fazer a seguir?,Agradecer ao Terapeuta,Continue conversando com o terapeuta,Resolva seus problemas permanentemente,C
497,497,Jesse também acreditava em Carson e lutou muito por ela.,O que Carson vai querer fazer a seguir?,de volta carson up,ferido Carson,Ouça Carson,C
498,498,"Jordan geralmente fazia as mesmas coisas, mas recentemente tentou algumas coisas novas.",Como você descreveria a Jordânia?,Alguém que vive no limite,sem restrições,Alguém que faz as mesmas coisas,A
499,499,Jesse dirigiu pela cidade e estava a caminho do restaurante.,Porque é que o Jesse fez isto?,Decidir sair para comer,Ir para o restaurante,Compre um restaurante,B
500,500,Aubrey puxou a gaveta para pegar a fita e a tesoura.,O que Aubrey precisa fazer antes disso?,ir para a cama,organizar os recortes de jornal,tomar luvas,B
501,501,Cameron estava se preparando para ter um convidado para dormir. Cameron fez a cama perfeita para eles.,Como você descreveria Cameron?,uma pessoa terrível,uma pessoa agradável,animado para ter amigos para a noite,C
502,502,Depois de anos sem falar com Lee depois de seu rompimento Casey fez contato com Lee.,O que Casey vai querer fazer a seguir?,fazer as pazes para o tempo perdido,Precisava de voltar a falar com o Lee.,necessário para encontrar como entrar em contato com Lee,A
503,503,"Riley realmente amava Cameron, ele decidiu que ele não queria passar o resto de sua vida sem ela.",O que Riley vai querer fazer a seguir?,Sugerir a mudança para quartos separados,Peça a Cameron para se casar com ele.,Diga a Cameron que ela não gosta do jeito que ela faz seu cabelo todos os dias,B
504,504,Skylar apertou a mão de Jordan e eles finalmente chegaram a um acordo.,O que a Skylar precisa fazer antes disso?,Conheça a Jordânia,Queria concordar antes que Jordan mudasse de ideia.,rasgar o acordo,A
505,505,Kai levou Robin para o carrinho de cachorro-quente no jogo de futebol.,Por que Kai fez isso?,Cumprir a sua fome,obter Robin um cachorro quente,Faça uma pausa do jogo,B
506,506,"Porque Lee tinha uma mobília extra no armazenamento, ele forneceu a casa de Quinn com móveis.",O que Lee vai querer fazer a seguir?,obter o mobiliário no lugar de Quinn,ver quando Quinn pode trocar os livros,Saiba que Quinn não tem móveis,A
507,507,Ash organizou uma festa e os outros ficaram felizes por terem sido convidados.,O que acontecerá com os outros?,ser convidado para as festas dos outros,latárgico,Apreciado,A
508,508,Jordan convenceu os pais de Cameron que seria bom para Jordan ir de férias com eles.,O que vai acontecer com Cameron?,Receber o desprezo do Jordão,Agradecimentos da Jordânia,ir nas férias,C
509,509,Outros ouvem Ash estava visitando-os. Ash visitou seu primo em vez disso.,Como os outros se sentiriam como resultado?,Ciúmes do primo,como calma,Ciúmes de Ash,A
510,510,Tracy caminhou atrás de Addison enquanto eles lentamente aumentavam seu ritmo.,Porque é que a Tracy fez isto?,fazer Addison desaparecer,Assustá-la,jogar uma partida em Addison,B
511,511,Austin correu direto para a loja para comprar a farinha.,Como você descreveria Austin?,empreitada,Preguiçosa,uma falha,A
512,512,"Alex estava brincando e sendo selvagem e derramou sua mãe, o café de Riley.",O que vai acontecer com Alex?,pedir desculpa,ser atingido,ficar aterrado,A
513,513,Aubrey viu todos os possíveis e percebeu que havia alguns riscos possíveis.,O que Aubrey vai querer fazer a seguir?,precisa fazer uma lista de prós e contras,Evite resultados negativos,seguir em frente sem se preocupar,B
514,514,Kai se pôs ao lado de Riley e colocou os dois em problemas e ficou de castigo.,O que Riley vai querer fazer a seguir?,Culpe-a por tudo,Necessário para agir em mau comportamento,Situado lá através de tudo,A
515,515,Jan reduziu sua dependência de drogas por um mês.,O que Jan vai querer fazer a seguir?,Preguiçosa,ptimo.,Queria ser uma pessoa melhor,C
516,516,"Ash era uma super vilã, então ela derrubou a casa com seus poderes.",O que os outros vão querer fazer a seguir?,combater cinzas,queria assustar a todos para a obediência,Deixe as cinzas sozinhas,A
517,517,Austin começou a trabalhar cedo porque era seu primeiro dia.,Como os outros se sentiriam como resultado disso?,Desiludido em Austin,Nervoso sobre seu primeiro dia,Orgulho de Austin,C
518,518,"Remy deu a Skylar um presente pequeno, mas pensativo. Aparentemente Remy queria se tornar amigo de Skyler. Remy parece ser uma boa pessoa.",O que a Skylar vai querer fazer a seguir?,Acredita que atos bondosos criarão amigos,Devolver algo ao Remy,tem sentimentos positivos por Skylar e agiu sobre eles,B
519,519,A Addison sabia que o amigo Quinn gostava da nova aluna e viu a paixão da Quinn um dia no centro comercial.,Como se sentiria a Addison depois?,Preste atenção aos outros,Perturbado,conteúdo,C
520,520,Quinn ganhou a renda de Ash porque ele era um amigo muito bom.,Como você descreveria Quinn?,Preguiçosa,um trabalhador muito duro,Orgulha-te,B
521,521,Carson encontrou o anel de Riley em seu quarto e o devolveu a Riley.,O que vai acontecer com Riley?,Apreciam o que fizeram,Agradecimentos,Seja muito feliz,A
522,522,Bailey pegou os livros que queria e escaneou-os e seu cartão na máquina.,O que Bailey vai querer fazer a seguir?,Largue os livros hoje,Fique na biblioteca por mais tempo,Leve seus livros para ir,C
523,523,Kai pintou a cidade de vermelho na última noite antes do casamento.,Por que Kai fez isso?,Beba uma cura de ressaca,Descanse antes do casamento,Festa antes do casamento,C
524,524,A Bailey passou por aqui para trazer à Alex um prato de bolachas frescas.,O que vai acontecer com Bailey?,desajeitada,Coma os biscoitos,Alex em cima das notícias,B
525,525,Quinn estava fazendo algumas compras de roupas quando viu a mãe de Ash olhando para baixo em um corredor vizinho.,O que vai acontecer com a mãe de Ash?,venha dizer olá,Diga oi para a mãe de Ash,Pare de fazer compras e vá embora,A
526,526,Jordan abriu a cortina e viu um ladrão tentando obter acesso a sua casa.,O que Jordan vai querer fazer a seguir?,Chame o Corpo de Bombeiros,Desafie o ladrão,Chame a polícia,C
527,527,Austin concedeu o direito do povo de passar por seu território pelo CCC.,O que acontecerá com os outros?,Destruir o território de Austin,Ficar com raiva de Austin,ser autorizado a sair,C
528,528,Jan visitou o amigo de Kendall dentro do hospital.,O que vai acontecer com Jan?,Ela vai para um bar,ela vai falar,ela vai receber tratamento,B
529,529,"A Bailey precisava de poupar dinheiro, por isso usou os cupons.",O que é que a Bailey precisa de fazer?,use mais cupons,economizar dinheiro,Veja quanto dinheiro você economizou,B
530,530,"A equipe estava perdendo, então Lee ficou frustrado no jogo.",Como você descreveria Lee?,Alguém que gosta de esportes,Alguém que odeia perder,Perturbado com os resultados do jogo,B
531,531,Addison comprou um hambúrguer a um preço mais baixo porque eles tinham um bom cupom.,Como os outros se sentiriam como resultado?,ciumento,Orgulha-te,Comer um hambúrguer,A
532,532,Addison ligou doente no dia seguinte porque a gripe chegou até ela e foi ruim.,Como você descreveria Addison?,melhor,descansado,Sentindo-se com raiva,C
533,533,Alex passou os lábios de Jan quando ele foi beijá-la na bochecha.,Como Alex se sentiria depois?,inteligente,atrevida,Acalme-se,B
534,534,Lee vendeu algumas coisas que ele não usou mais no Craigslist e ganhou algum dinheiro extra.,O que os outros vão querer fazer a seguir?,Aproveite o que eles compraram,Tenha uma conexão com a internet,ter coisas sobressalentes,A
535,535,"Alex queria beijar Jan, mas não tinha certeza sobre isso. Alex mal passou os lábios de Jan.",O que Jan vai querer fazer a seguir?,Ignorar Alex,Faça isso de novo,Diga a Alex para parar,C
536,536,O Quinn estava no supermercado a comprar comida e viu a mãe do Ah.,Porque é que o Quinn fez isto?,saudar a mãe,Tenha alguns nutrientes,dizer olá,C
537,537,Jan tentou dar a Cameron seu ombro para chorar.,Como você descreveria Cameron?,irritada com Anna,irritada com Jan,carícias,C
