,context,question,answerA,answerB,answerC,correct
801,skylar told quinn's friend about a secret that quinn wanted to keep hidden.,What will Quinn want to do next?,be angry,show Quinn in a good light,be happy,A
802,kai was waving his hands so he caught my attention.,What does Kai need to do before this?,ignore everyone around him,spot me,loved,B
803,Jesse had to take Austin to the hospital to treat her wounds from the dog bite.,What will Jesse want to do next?,loved,no infection,bored,B
804,Cameron decided to visit Aubrey in the hospital even though she was there because of hitting her with a car.,How would you describe Cameron?,guilty and wanting to beg forgiveness,aggressive and unwilling to forgive,forgiving and a good person,A
805,Skylar shook Jordan's head after they got into a large fight one day.,What will Skylar want to do next?,wanted to be rude,wanted to be mean,not talk to Jordan,C
806,Riley told Carson to give them the knife because he was getting hurt.,What does Riley need to do before this?,cut herself,get a gun,give riley the knife,A
807,Remy asked their doctor for a test result and devastated by the bad news.,How would Others feel as a result?,sorry for Remy,feeling bad,scared about what would happen to the doctor,A
808,Addison was looking for their teddy bear. Addison discovered it in Riley's bed.,What does Addison need to do before this?,have a stuffed bear,confront Riley,put the bear in bed,A
809,Cameron prevented the people from voting in the election even though this was against the law.,What will Others want to do next?,become a dictator,hide from the law,prosecute Cameron,C
810,"Casey had been out of work for over a year, and had been forced to rely on their family for support, so Casey did not have a lot of money.",What will Casey want to do next?,train for a new job market,needed to lose a job,retire,A
811,Lee Supply Quinns place with new furniture in other household materials.,How did Quinn feel after learning what Lee did?,a kind person,a giving person,felt unappreciative,B
812,Austin moved Jordan's car to another parking space down the road.,Why did Austin do this?,sell the car,shovel the driveway,get someone a ticket,B
813,Cameron found out what Ash did so Ash was grounded for a week.,What will Cameron want to do next?,let Ash leave for the night,let Ash leave the house,make sure Ash stays grounded,C
814,"Jan found a dog in her backyard, and gave him a name.",What does Jan need to do before this?,Look around her backyard,Never use the backyard,thinks all dogs should have names,A
815,lee was a argumentative person so he opposed every idea.,How would Others feel as a result?,as annoyed,like arguing more,as calm,A
816,Cameron helped his friend figure out what to do with Carson's problems he was having.,What will Carson want to do next?,be helpful,want thank Cameron,a good friend,B
817,Remy ate their dinner very quickly so as to not waste any time during the day.,How would you describe Remy?,hurried,sick from eating too quickly,lethargic,A
818,Taylor and Kai planned a party for Jan. Taylor ends up doing all the party errands while Kai does nothing.,How would Others feel as a result?,annoyed with Kai,remorseful,angry with Kai,A
819,Bailey missed the bus to school when he took too long eating breakfast.,What will Bailey want to do next?,needed to run out of time,walk to school,quit school altogether,B
820,Austin got to the dance early and waited outside for their friend to arrive.,Why did Austin do this?,dance,met their date,buy a cat,B
821,"After looking around at prices at various stores and weekly sales, Carson found a good deal.",Why did Carson do this?,blow through money,show off their wealth,get a good price,C
822,"Tracy bought Quinn's one remaining shirt, so Quinn had nothing left to sell for the day.",What will happen to Quinn?,get enough shirts to buy more shirts,be out of merchandise,good,B
823,"Jan who was on Cameron's school's basketball team, always told Cameron how much fun basketball is.",What will Cameron want to do next?,become friends with Cameron,try out for the team,play basketball,B
824,Bailey told her workers that they needed to be ready for work at 6 am.,How would Others feel as a result?,sad,obligated,bossy,B
825,Tracy bought a new computer so they could play all of the latest video games.,How would Tracy feel afterwards?,As someone who likes video games,enthusiastic,indifferent,B
826,Kendall knew that things doid not look god by the expression on the face and took the news sitting down.,What will Kendall want to do next?,react to the news,tell him,not pay attention,A
827,Jesse called the doctor immediately about what to do when a snake bites you.,What will Others want to do next?,lazy,better,needed to see a snake,C
828,Carson justified their actions by telling everyone that they did what was necessary to do.,How would Carson feel afterwards?,they they acted poorly,that they made a mistake,that others understand their decision,C
829,Riley never lost but everyone wanted to take her place as the champion.,What will Others want to do next?,defeat riley,be prepared to pass the championship on to another,stay on top of her game to hold that top rank,A
830,Sydney was learning to dye hair. Sydney accidentally dyed Remy's hair green.,What will Remy want to do next?,dye their hair the right color,get the green hair dye out,let Sydney dye their hair,A
831,Kendall's friendship turned Aubrey's life around after her father's unexpected death last year.,What will Aubrey want to do next?,continue spending time with Kendall,tell Kendall they're sorry for her loss,deepen friendships,A
832,Kai loved riding Kendall's bike.  They did not want to give it back right away.,How would Kendall feel as a result?,curious,happy,annoyed,C
833,Riley was going to a friend's wedding. Riley arrived at their destination late.,Why did Riley do this?,attend a funeral,brush their teeth,stopped for gas,C
834,Addison told Carson about the surprise that they had been planning for several weeks.,How would Addison feel afterwards?,elated,upset,excited,C
835,Jordan hung his clothes on the line to dry after swimming in the pool all day.,How would Jordan feel afterwards?,Glad,very tired,very hot,B
836,"Cameron tried sushi for the first time, and really disliked it.",What will Cameron want to do next?,stay and eat more sushi plates,hunt for sushi in the future,avoid sushi in the future,C
